Entidad federativa,Grupo quinquenal de edad,año,Hombres,Mujeres,Total
Estados Unidos Mexicanos,60 a 64 años,"2,015","1,824,754","2,065,001","3,889,755"
Estados Unidos Mexicanos,65 a 69 años,"2,015","1,395,947","1,591,369","2,987,316"
Estados Unidos Mexicanos,70 a 74 años,"2,015","1,026,937","1,180,529","2,207,466"
Estados Unidos Mexicanos,75 años y más,"2,015","1,502,661","1,849,123","3,351,784"
Estados Unidos Mexicanos,No especificado,"2,015","42,394","44,375","86,769"
Guanajuato,0 a 4 años,"2,015","278,494","269,877","548,371"
Guanajuato,05 a 9 años,"2,015","282,853","275,330","558,183"
Guanajuato,10 a 14 años,"2,015","295,526","289,067","584,593"
Guanajuato,15 a 19 años,"2,015","284,075","279,753","563,828"
Guanajuato,20 a 24 años,"2,015","263,492","283,400","546,892"
Guanajuato,25 a 29 años,"2,015","215,059","244,529","459,588"
Guanajuato,30 a 34 años,"2,015","201,404","230,385","431,789"
Guanajuato,35 a 39 años,"2,015","194,920","222,363","417,283"
Guanajuato,40 a 44 años,"2,015","182,817","201,583","384,400"
Guanajuato,45 a 49 años,"2,015","143,285","167,280","310,565"
Guanajuato,50 a 54 años,"2,015","125,380","145,459","270,839"
Guanajuato,55 a 59 años,"2,015","99,009","116,856","215,865"
Guanajuato,60 a 64 años,"2,015","80,599","90,885","171,484"
Guanajuato,65 a 69 años,"2,015","62,019","69,393","131,412"
Guanajuato,70 a 74 años,"2,015","44,640","52,882","97,522"
Guanajuato,75 años y más,"2,015","71,261","86,797","158,058"
Guanajuato,No especificado,"2,015","1,536","1,469","3,005"
Guerrero,0 a 4 años,"2,015","180,447","175,703","356,150"
Guerrero,05 a 9 años,"2,015","184,761","178,474","363,235"
Guerrero,10 a 14 años,"2,015","188,059","183,775","371,834"
Guerrero,15 a 19 años,"2,015","177,435","181,001","358,436"
Guerrero,20 a 24 años,"2,015","148,233","163,200","311,433"
Guerrero,25 a 29 años,"2,015","116,132","134,271","250,403"
Guerrero,30 a 34 años,"2,015","108,823","126,449","235,272"
Guerrero,35 a 39 años,"2,015","104,804","120,364","225,168"
Guerrero,40 a 44 años,"2,015","93,606","108,000","201,606"
Guerrero,45 a 49 años,"2,015","79,724","93,568","173,292"
Guerrero,50 a 54 años,"2,015","74,386","89,297","163,683"
Guerrero,55 a 59 años,"2,015","62,859","70,766","133,625"
Guerrero,60 a 64 años,"2,015","51,771","59,382","111,153"
Guerrero,65 a 69 años,"2,015","42,228","46,225","88,453"
Guerrero,70 a 74 años,"2,015","31,650","38,758","70,408"
Guerrero,75 años y más,"2,015","52,976","63,504","116,480"
Guerrero,No especificado,"2,015","1,165","1,455","2,620"
Hidalgo,0 a 4 años,"2,015","125,038","122,434","247,472"
Hidalgo,05 a 9 años,"2,015","139,475","136,432","275,907"
Hidalgo,10 a 14 años,"2,015","142,671","138,302","280,973"
Hidalgo,15 a 19 años,"2,015","128,160","124,814","252,974"
Hidalgo,20 a 24 años,"2,015","116,865","127,320","244,185"
Hidalgo,25 a 29 años,"2,015","93,964","112,640","206,604"
Hidalgo,30 a 34 años,"2,015","95,985","116,004","211,989"
Hidalgo,35 a 39 años,"2,015","91,909","109,383","201,292"
Hidalgo,40 a 44 años,"2,015","90,176","104,434","194,610"
Hidalgo,45 a 49 años,"2,015","74,461","87,438","161,899"
Hidalgo,50 a 54 años,"2,015","68,414","79,975","148,389"
Hidalgo,55 a 59 años,"2,015","54,600","61,549","116,149"
Hidalgo,60 a 64 años,"2,015","44,694","49,056","93,750"
Hidalgo,65 a 69 años,"2,015","34,469","39,842","74,311"
Hidalgo,70 a 74 años,"2,015","26,514","30,096","56,610"
Hidalgo,75 años y más,"2,015","39,463","47,364","86,827"
Hidalgo,No especificado,"2,015","2,167","2,251","4,418"
Jalisco,0 a 4 años,"2,015","358,751","350,595","709,346"
Jalisco,05 a 9 años,"2,015","370,068","360,013","730,081"
Jalisco,10 a 14 años,"2,015","373,802","371,092","744,894"
Jalisco,15 a 19 años,"2,015","361,560","353,805","715,365"
Jalisco,20 a 24 años,"2,015","355,017","354,508","709,525"
Jalisco,25 a 29 años,"2,015","304,138","323,194","627,332"
Jalisco,30 a 34 años,"2,015","288,191","308,886","597,077"
Jalisco,35 a 39 años,"2,015","263,316","288,251","551,567"
Jalisco,40 a 44 años,"2,015","260,581","272,229","532,810"
Jalisco,45 a 49 años,"2,015","204,174","225,300","429,474"
Jalisco,50 a 54 años,"2,015","180,377","203,403","383,780"
Jalisco,55 a 59 años,"2,015","139,813","161,401","301,214"
Jalisco,60 a 64 años,"2,015","117,962","135,755","253,717"
Jalisco,65 a 69 años,"2,015","92,301","106,350","198,651"
Jalisco,70 a 74 años,"2,015","67,537","76,065","143,602"
Jalisco,75 años y más,"2,015","96,029","117,391","213,420"
Jalisco,No especificado,"2,015","1,452","1,523","2,975"
México,0 a 4 años,"2,015","678,929","658,978","1,337,907"
México,05 a 9 años,"2,015","740,982","714,693","1,455,675"
México,10 a 14 años,"2,015","752,054","743,189","1,495,243"
México,15 a 19 años,"2,015","713,739","706,094","1,419,833"
México,20 a 24 años,"2,015","716,552","741,132","1,457,684"
México,25 a 29 años,"2,015","617,977","675,025","1,293,002"
México,30 a 34 años,"2,015","588,853","661,367","1,250,220"
México,35 a 39 años,"2,015","576,565","655,199","1,231,764"
México,40 a 44 años,"2,015","556,842","631,241","1,188,083"
México,45 a 49 años,"2,015","463,556","516,742","980,298"
México,50 a 54 años,"2,015","415,118","463,477","878,595"
México,55 a 59 años,"2,015","311,889","353,962","665,851"
México,60 a 64 años,"2,015","242,488","280,562","523,050"
México,65 a 69 años,"2,015","176,620","198,681","375,301"
México,70 a 74 años,"2,015","121,015","140,006","261,021"
México,75 años y más,"2,015","153,261","204,792","358,053"
México,No especificado,"2,015","7,628","8,400","16,028"
Michoacán de Ocampo,0 a 4 años,"2,015","227,088","218,558","445,646"
Michoacán de Ocampo,05 a 9 años,"2,015","221,051","218,376","439,427"
Michoacán de Ocampo,10 a 14 años,"2,015","222,669","219,155","441,824"
Michoacán de Ocampo,15 a 19 años,"2,015","208,826","215,099","423,925"
Michoacán de Ocampo,20 a 24 años,"2,015","200,237","214,932","415,169"
Michoacán de Ocampo,25 a 29 años,"2,015","164,498","188,959","353,457"
Michoacán de Ocampo,30 a 34 años,"2,015","150,676","170,648","321,324"
Michoacán de Ocampo,35 a 39 años,"2,015","144,043","161,999","306,042"
Michoacán de Ocampo,40 a 44 años,"2,015","135,905","151,192","287,097"
Michoacán de Ocampo,45 a 49 años,"2,015","108,809","127,456","236,265"
Michoacán de Ocampo,50 a 54 años,"2,015","102,534","118,636","221,170"
Michoacán de Ocampo,55 a 59 años,"2,015","83,350","96,193","179,543"
Michoacán de Ocampo,60 a 64 años,"2,015","68,458","76,053","144,511"
Michoacán de Ocampo,65 a 69 años,"2,015","55,728","64,524","120,252"
Michoacán de Ocampo,70 a 74 años,"2,015","42,283","48,303","90,586"
Michoacán de Ocampo,75 años y más,"2,015","72,306","83,040","155,346"
Michoacán de Ocampo,No especificado,"2,015","1,286","1,601","2,887"
Morelos,0 a 4 años,"2,015","80,137","77,421","157,558"
Morelos,05 a 9 años,"2,015","83,849","80,567","164,416"
Morelos,10 a 14 años,"2,015","86,160","83,454","169,614"
Morelos,15 a 19 años,"2,015","84,029","85,240","169,269"
Morelos,20 a 24 años,"2,015","85,098","88,967","174,065"
Morelos,25 a 29 años,"2,015","69,828","76,963","146,791"
Morelos,30 a 34 años,"2,015","63,366","72,291","135,657"
Morelos,35 a 39 años,"2,015","61,394","72,626","134,020"
Morelos,40 a 44 años,"2,015","59,546","68,846","128,392"
Morelos,45 a 49 años,"2,015","50,600","59,696","110,296"
Morelos,50 a 54 años,"2,015","48,290","54,504","102,794"
Morelos,55 a 59 años,"2,015","38,832","45,574","84,406"
Morelos,60 a 64 años,"2,015","31,807","36,278","68,085"
Morelos,65 a 69 años,"2,015","24,165","27,595","51,760"
Morelos,70 a 74 años,"2,015","18,134","21,888","40,022"
Morelos,75 años y más,"2,015","29,021","36,224","65,245"
Morelos,No especificado,"2,015",650,771,"1,421"
Nayarit,0 a 4 años,"2,015","58,506","56,293","114,799"
Nayarit,05 a 9 años,"2,015","58,255","55,644","113,899"
Nayarit,10 a 14 años,"2,015","55,189","52,281","107,470"
Nayarit,15 a 19 años,"2,015","54,000","52,321","106,321"
Nayarit,20 a 24 años,"2,015","50,918","52,288","103,206"
Nayarit,25 a 29 años,"2,015","45,450","46,482","91,932"
Nayarit,30 a 34 años,"2,015","40,797","42,955","83,752"
Nayarit,35 a 39 años,"2,015","39,577","43,137","82,714"
Nayarit,40 a 44 años,"2,015","38,729","40,123","78,852"
Nayarit,45 a 49 años,"2,015","30,853","34,244","65,097"
Nayarit,50 a 54 años,"2,015","28,098","29,198","57,296"
Nayarit,55 a 59 años,"2,015","23,271","23,594","46,865"
Nayarit,60 a 64 años,"2,015","18,738","19,428","38,166"
Nayarit,65 a 69 años,"2,015","14,484","15,323","29,807"
Nayarit,70 a 74 años,"2,015","11,283","11,745","23,028"
Nayarit,75 años y más,"2,015","17,554","19,817","37,371"
Nayarit,No especificado,"2,015",298,177,475
Nuevo León,0 a 4 años,"2,015","220,162","211,325","431,487"
Nuevo León,05 a 9 años,"2,015","228,002","218,963","446,965"
Nuevo León,10 a 14 años,"2,015","228,018","221,661","449,679"
Nuevo León,15 a 19 años,"2,015","222,377","219,726","442,103"
Nuevo León,20 a 24 años,"2,015","233,009","224,567","457,576"
Nuevo León,25 a 29 años,"2,015","202,609","201,810","404,419"
Nuevo León,30 a 34 años,"2,015","198,060","201,562","399,622"
Nuevo León,35 a 39 años,"2,015","195,135","198,971","394,106"
Nuevo León,40 a 44 años,"2,015","189,626","193,613","383,239"
Nuevo León,45 a 49 años,"2,015","153,817","160,818","314,635"
Nuevo León,50 a 54 años,"2,015","132,339","142,828","275,167"
Nuevo León,55 a 59 años,"2,015","100,376","110,460","210,836"
Nuevo León,60 a 64 años,"2,015","79,120","83,107","162,227"
Nuevo León,65 a 69 años,"2,015","58,983","66,067","125,050"
Nuevo León,70 a 74 años,"2,015","43,227","48,901","92,128"
Nuevo León,75 años y más,"2,015","54,212","70,842","125,054"
Nuevo León,No especificado,"2,015","2,785","2,426","5,211"
Oaxaca,0 a 4 años,"2,015","186,838","182,400","369,238"
Oaxaca,05 a 9 años,"2,015","199,528","196,696","396,224"
Oaxaca,10 a 14 años,"2,015","204,445","199,675","404,120"
Oaxaca,15 a 19 años,"2,015","183,174","186,161","369,335"
Oaxaca,20 a 24 años,"2,015","159,320","179,473","338,793"
Oaxaca,25 a 29 años,"2,015","127,978","152,914","280,892"
Oaxaca,30 a 34 años,"2,015","125,072","150,465","275,537"
Oaxaca,35 a 39 años,"2,015","117,973","142,383","260,356"
Oaxaca,40 a 44 años,"2,015","112,606","129,935","242,541"
Oaxaca,45 a 49 años,"2,015","92,239","111,504","203,743"
Oaxaca,50 a 54 años,"2,015","88,561","104,206","192,767"
Oaxaca,55 a 59 años,"2,015","72,799","85,479","158,278"
Oaxaca,60 a 64 años,"2,015","59,416","69,812","129,228"
Oaxaca,65 a 69 años,"2,015","48,214","58,136","106,350"
Oaxaca,70 a 74 años,"2,015","40,446","46,950","87,396"
Oaxaca,75 años y más,"2,015","68,557","81,200","149,757"
Oaxaca,No especificado,"2,015","1,512","1,822","3,334"
Puebla,0 a 4 años,"2,015","293,100","286,726","579,826"
Puebla,05 a 9 años,"2,015","306,730","298,871","605,601"
Puebla,10 a 14 años,"2,015","316,804","313,341","630,145"
Puebla,15 a 19 años,"2,015","294,501","293,290","587,791"
Puebla,20 a 24 años,"2,015","277,848","295,362","573,210"
Puebla,25 a 29 años,"2,015","214,506","246,529","461,035"
Puebla,30 a 34 años,"2,015","203,208","244,636","447,844"
Puebla,35 a 39 años,"2,015","195,614","232,483","428,097"
Puebla,40 a 44 años,"2,015","179,770","209,115","388,885"
Puebla,45 a 49 años,"2,015","145,494","174,981","320,475"
Puebla,50 a 54 años,"2,015","131,549","157,028","288,577"
Puebla,55 a 59 años,"2,015","106,718","126,752","233,470"
Puebla,60 a 64 años,"2,015","83,384","101,734","185,118"
Puebla,65 a 69 años,"2,015","65,742","77,965","143,707"
Puebla,70 a 74 años,"2,015","48,883","60,299","109,182"
Puebla,75 años y más,"2,015","78,747","104,675","183,422"
Puebla,No especificado,"2,015","1,079","1,419","2,498"
Querétaro,0 a 4 años,"2,015","93,189","90,223","183,412"
Querétaro,05 a 9 años,"2,015","98,294","92,011","190,305"
Querétaro,10 a 14 años,"2,015","97,191","94,799","191,990"
Querétaro,15 a 19 años,"2,015","94,618","92,963","187,581"
Querétaro,20 a 24 años,"2,015","98,907","100,267","199,174"
Querétaro,25 a 29 años,"2,015","80,622","88,565","169,187"
Querétaro,30 a 34 años,"2,015","75,663","87,801","163,464"
Querétaro,35 a 39 años,"2,015","73,430","80,058","153,488"
Querétaro,40 a 44 años,"2,015","67,270","73,175","140,445"
Querétaro,45 a 49 años,"2,015","51,712","59,222","110,934"
Querétaro,50 a 54 años,"2,015","45,947","51,508","97,455"
Querétaro,55 a 59 años,"2,015","35,195","39,396","74,591"
Querétaro,60 a 64 años,"2,015","27,053","30,568","57,621"
Querétaro,65 a 69 años,"2,015","19,858","22,708","42,566"
Querétaro,70 a 74 años,"2,015","13,893","16,170","30,063"
Querétaro,75 años y más,"2,015","19,792","24,630","44,422"
Querétaro,No especificado,"2,015",802,872,"1,674"
Quintana Roo,0 a 4 años,"2,015","67,656","68,551","136,207"
Quintana Roo,05 a 9 años,"2,015","71,746","69,675","141,421"
Quintana Roo,10 a 14 años,"2,015","67,015","65,439","132,454"
Quintana Roo,15 a 19 años,"2,015","67,036","65,731","132,767"
Quintana Roo,20 a 24 años,"2,015","75,535","76,101","151,636"
Quintana Roo,25 a 29 años,"2,015","70,806","72,461","143,267"
Quintana Roo,30 a 34 años,"2,015","68,195","67,585","135,780"
Quintana Roo,35 a 39 años,"2,015","60,976","62,840","123,816"
Quintana Roo,40 a 44 años,"2,015","56,092","54,491","110,583"
Quintana Roo,45 a 49 años,"2,015","42,348","41,139","83,487"
Quintana Roo,50 a 54 años,"2,015","33,146","34,392","67,538"
Quintana Roo,55 a 59 años,"2,015","23,132","24,425","47,557"
Quintana Roo,60 a 64 años,"2,015","17,402","17,508","34,910"
Quintana Roo,65 a 69 años,"2,015","12,451","11,227","23,678"
Quintana Roo,70 a 74 años,"2,015","8,010","7,572","15,582"
Quintana Roo,75 años y más,"2,015","9,296","10,319","19,615"
Quintana Roo,No especificado,"2,015",696,568,"1,264"
San Luis Potosí,0 a 4 años,"2,015","120,260","117,142","237,402"
San Luis Potosí,05 a 9 años,"2,015","130,200","126,794","256,994"
San Luis Potosí,10 a 14 años,"2,015","140,785","138,673","279,458"
San Luis Potosí,15 a 19 años,"2,015","128,583","128,772","257,355"
San Luis Potosí,20 a 24 años,"2,015","117,742","121,065","238,807"
San Luis Potosí,25 a 29 años,"2,015","90,343","103,617","193,960"
San Luis Potosí,30 a 34 años,"2,015","90,145","102,474","192,619"
San Luis Potosí,35 a 39 años,"2,015","83,082","96,652","179,734"
San Luis Potosí,40 a 44 años,"2,015","83,935","94,211","178,146"
San Luis Potosí,45 a 49 años,"2,015","69,319","79,758","149,077"
San Luis Potosí,50 a 54 años,"2,015","64,123","72,497","136,620"
San Luis Potosí,55 a 59 años,"2,015","50,822","56,112","106,934"
San Luis Potosí,60 a 64 años,"2,015","40,879","44,662","85,541"
San Luis Potosí,65 a 69 años,"2,015","34,091","38,174","72,265"
San Luis Potosí,70 a 74 años,"2,015","27,161","28,581","55,742"
San Luis Potosí,75 años y más,"2,015","45,097","50,068","95,165"
San Luis Potosí,No especificado,"2,015",958,"1,043","2,001"
Sinaloa,0 a 4 años,"2,015","130,506","123,993","254,499"
Sinaloa,05 a 9 años,"2,015","137,219","131,933","269,152"
Sinaloa,10 a 14 años,"2,015","137,827","134,685","272,512"
Sinaloa,15 a 19 años,"2,015","142,739","136,631","279,370"
Sinaloa,20 a 24 años,"2,015","130,418","133,513","263,931"
Sinaloa,25 a 29 años,"2,015","106,293","108,974","215,267"
Sinaloa,30 a 34 años,"2,015","100,257","109,441","209,698"
Sinaloa,35 a 39 años,"2,015","101,631","108,164","209,795"
Sinaloa,40 a 44 años,"2,015","101,412","104,386","205,798"
Sinaloa,45 a 49 años,"2,015","84,061","89,500","173,561"
Sinaloa,50 a 54 años,"2,015","74,326","83,335","157,661"
Sinaloa,55 a 59 años,"2,015","60,910","64,968","125,878"
Sinaloa,60 a 64 años,"2,015","47,730","54,255","101,985"
Sinaloa,65 a 69 años,"2,015","38,477","40,428","78,905"
Sinaloa,70 a 74 años,"2,015","29,215","31,832","61,047"
Sinaloa,75 años y más,"2,015","40,678","45,593","86,271"
Sinaloa,No especificado,"2,015",386,605,991
Sonora,0 a 4 años,"2,015","126,505","125,915","252,420"
Sonora,05 a 9 años,"2,015","131,009","129,539","260,548"
Sonora,10 a 14 años,"2,015","135,914","129,680","265,594"
Sonora,15 a 19 años,"2,015","130,439","128,721","259,160"
Sonora,20 a 24 años,"2,015","121,065","125,799","246,864"
Sonora,25 a 29 años,"2,015","106,416","109,421","215,837"
Sonora,30 a 34 años,"2,015","104,011","106,732","210,743"
Sonora,35 a 39 años,"2,015","105,298","108,419","213,717"
Sonora,40 a 44 años,"2,015","99,499","100,139","199,638"
Sonora,45 a 49 años,"2,015","79,657","83,343","163,000"
Sonora,50 a 54 años,"2,015","72,098","77,314","149,412"
Sonora,55 a 59 años,"2,015","60,680","64,780","125,460"
Sonora,60 a 64 años,"2,015","46,957","49,219","96,176"
Sonora,65 a 69 años,"2,015","33,596","36,037","69,633"
Sonora,70 a 74 años,"2,015","23,579","25,862","49,441"
Sonora,75 años y más,"2,015","32,923","38,263","71,186"
Sonora,No especificado,"2,015",773,728,"1,501"
Tabasco,0 a 4 años,"2,015","116,592","110,391","226,983"
Tabasco,05 a 9 años,"2,015","117,063","111,676","228,739"
Tabasco,10 a 14 años,"2,015","112,911","111,578","224,489"
Tabasco,15 a 19 años,"2,015","105,239","108,255","213,494"
Tabasco,20 a 24 años,"2,015","105,428","111,037","216,465"
Tabasco,25 a 29 años,"2,015","92,779","100,861","193,640"
Tabasco,30 a 34 años,"2,015","87,860","101,724","189,584"
Tabasco,35 a 39 años,"2,015","84,422","97,045","181,467"
Tabasco,40 a 44 años,"2,015","77,368","83,696","161,064"
Tabasco,45 a 49 años,"2,015","63,769","69,930","133,699"
Tabasco,50 a 54 años,"2,015","59,359","58,691","118,050"
Tabasco,55 a 59 años,"2,015","42,774","46,817","89,591"
Tabasco,60 a 64 años,"2,015","34,282","36,524","70,806"
Tabasco,65 a 69 años,"2,015","25,420","27,059","52,479"
Tabasco,70 a 74 años,"2,015","17,467","18,749","36,216"
Tabasco,75 años y más,"2,015","27,871","28,924","56,795"
Tabasco,No especificado,"2,015",988,723,"1,711"
Tamaulipas,0 a 4 años,"2,015","153,304","148,275","301,579"
Tamaulipas,05 a 9 años,"2,015","163,260","157,756","321,016"
Tamaulipas,10 a 14 años,"2,015","160,292","154,450","314,742"
Tamaulipas,15 a 19 años,"2,015","152,327","145,794","298,121"
Tamaulipas,20 a 24 años,"2,015","141,736","143,331","285,067"
Tamaulipas,25 a 29 años,"2,015","125,148","132,073","257,221"
Tamaulipas,30 a 34 años,"2,015","123,612","133,553","257,165"
Tamaulipas,35 a 39 años,"2,015","124,448","133,209","257,657"
Tamaulipas,40 a 44 años,"2,015","120,261","129,199","249,460"
Tamaulipas,45 a 49 años,"2,015","102,936","109,343","212,279"
Tamaulipas,50 a 54 años,"2,015","89,005","94,392","183,397"
Tamaulipas,55 a 59 años,"2,015","69,046","75,035","144,081"
Tamaulipas,60 a 64 años,"2,015","52,146","57,810","109,956"
Tamaulipas,65 a 69 años,"2,015","38,869","47,060","85,929"
Tamaulipas,70 a 74 años,"2,015","29,999","32,767","62,766"
Tamaulipas,75 años y más,"2,015","43,789","53,481","97,270"
Tamaulipas,No especificado,"2,015","2,008","1,984","3,992"
Tlaxcala,0 a 4 años,"2,015","58,491","56,141","114,632"
Tlaxcala,05 a 9 años,"2,015","62,416","60,305","122,721"
Tlaxcala,10 a 14 años,"2,015","63,992","62,647","126,639"
Tlaxcala,15 a 19 años,"2,015","59,881","58,557","118,438"
Tlaxcala,20 a 24 años,"2,015","57,628","59,410","117,038"
Tlaxcala,25 a 29 años,"2,015","46,566","52,314","98,880"
Tlaxcala,30 a 34 años,"2,015","43,734","52,627","96,361"
Tlaxcala,35 a 39 años,"2,015","42,619","49,529","92,148"
Tlaxcala,40 a 44 años,"2,015","39,190","45,714","84,904"
Tlaxcala,45 a 49 años,"2,015","32,207","37,404","69,611"
Tlaxcala,50 a 54 años,"2,015","29,010","33,549","62,559"
Tlaxcala,55 a 59 años,"2,015","22,488","25,818","48,306"
Tlaxcala,60 a 64 años,"2,015","16,968","19,021","35,989"
Tlaxcala,65 a 69 años,"2,015","12,904","14,738","27,642"
Tlaxcala,70 a 74 años,"2,015","9,642","10,660","20,302"
Tlaxcala,75 años y más,"2,015","16,486","19,507","35,993"
Tlaxcala,No especificado,"2,015",343,341,684
Veracruz de Ignacio de la Llave,0 a 4 años,"2,015","349,819","336,363","686,182"
Veracruz de Ignacio de la Llave,05 a 9 años,"2,015","360,392","348,950","709,342"
Veracruz de Ignacio de la Llave,10 a 14 años,"2,015","384,005","367,174","751,179"
Veracruz de Ignacio de la Llave,15 a 19 años,"2,015","361,296","358,291","719,587"
Veracruz de Ignacio de la Llave,20 a 24 años,"2,015","339,428","355,194","694,622"
Veracruz de Ignacio de la Llave,25 a 29 años,"2,015","279,190","314,993","594,183"
Veracruz de Ignacio de la Llave,30 a 34 años,"2,015","267,622","310,843","578,465"
Veracruz de Ignacio de la Llave,35 a 39 años,"2,015","253,273","300,831","554,104"
Veracruz de Ignacio de la Llave,40 a 44 años,"2,015","254,195","293,181","547,376"
Veracruz de Ignacio de la Llave,45 a 49 años,"2,015","225,549","259,922","485,471"
Veracruz de Ignacio de la Llave,50 a 54 años,"2,015","208,436","239,421","447,857"
Veracruz de Ignacio de la Llave,55 a 59 años,"2,015","167,448","189,991","357,439"
Veracruz de Ignacio de la Llave,60 a 64 años,"2,015","137,511","154,866","292,377"
Veracruz de Ignacio de la Llave,65 a 69 años,"2,015","111,297","125,065","236,362"
Veracruz de Ignacio de la Llave,70 a 74 años,"2,015","82,701","94,495","177,196"
Veracruz de Ignacio de la Llave,75 años y más,"2,015","123,949","151,127","275,076"
Veracruz de Ignacio de la Llave,No especificado,"2,015","3,029","2,658","5,687"
Yucatán,0 a 4 años,"2,015","86,916","84,753","171,669"
Yucatán,05 a 9 años,"2,015","92,157","89,424","181,581"
Yucatán,10 a 14 años,"2,015","95,728","92,658","188,386"
Yucatán,15 a 19 años,"2,015","93,608","93,665","187,273"
Yucatán,20 a 24 años,"2,015","97,229","99,599","196,828"
Yucatán,25 a 29 años,"2,015","84,017","86,616","170,633"
Yucatán,30 a 34 años,"2,015","78,000","82,594","160,594"
Yucatán,35 a 39 años,"2,015","74,624","80,855","155,479"
Yucatán,40 a 44 años,"2,015","69,559","75,606","145,165"
Yucatán,45 a 49 años,"2,015","53,590","60,372","113,962"
Yucatán,50 a 54 años,"2,015","48,892","55,768","104,660"
Yucatán,55 a 59 años,"2,015","41,126","45,850","86,976"
Yucatán,60 a 64 años,"2,015","33,085","36,312","69,397"
Yucatán,65 a 69 años,"2,015","27,880","30,504","58,384"
Yucatán,70 a 74 años,"2,015","19,143","21,311","40,454"
Yucatán,75 años y más,"2,015","31,281","33,197","64,478"
Yucatán,No especificado,"2,015",713,543,"1,256"
Zacatecas,0 a 4 años,"2,015","78,452","76,850","155,302"
Zacatecas,05 a 9 años,"2,015","80,018","76,811","156,829"
Zacatecas,10 a 14 años,"2,015","77,413","76,234","153,647"
Zacatecas,15 a 19 años,"2,015","72,505","71,960","144,465"
Zacatecas,20 a 24 años,"2,015","66,599","69,775","136,374"
Zacatecas,25 a 29 años,"2,015","55,379","63,586","118,965"
Zacatecas,30 a 34 años,"2,015","50,678","56,857","107,535"
Zacatecas,35 a 39 años,"2,015","50,225","56,768","106,993"
Zacatecas,40 a 44 años,"2,015","48,638","52,800","101,438"
Zacatecas,45 a 49 años,"2,015","40,835","45,408","86,243"
Zacatecas,50 a 54 años,"2,015","36,179","39,811","75,990"
Zacatecas,55 a 59 años,"2,015","27,978","31,518","59,496"
Zacatecas,60 a 64 años,"2,015","23,202","24,838","48,040"
Zacatecas,65 a 69 años,"2,015","19,524","20,841","40,365"
Zacatecas,70 a 74 años,"2,015","15,579","16,421","32,000"
Zacatecas,75 años y más,"2,015","26,721","27,862","54,583"
Zacatecas,No especificado,"2,015",443,501,944
Aguascalientes,0 a 4 años,"2,020","62,978","61,452","124,430"
Aguascalientes,05 a 9 años,"2,020","66,359","64,689","131,048"
Aguascalientes,10 a 14 años,"2,020","66,080","63,637","129,717"
Aguascalientes,15 a 19 años,"2,020","66,903","65,064","131,967"
Aguascalientes,20 a 24 años,"2,020","63,154","63,866","127,020"
Aguascalientes,25 a 29 años,"2,020","58,141","60,285","118,426"
Aguascalientes,30 a 34 años,"2,020","51,651","55,174","106,825"
Aguascalientes,35 a 39 años,"2,020","47,774","51,483","99,257"
Aguascalientes,40 a 44 años,"2,020","43,839","48,539","92,378"
Aguascalientes,45 a 49 años,"2,020","40,163","44,506","84,669"
Aguascalientes,50 a 54 años,"2,020","34,611","39,510","74,121"
Aguascalientes,55 a 59 años,"2,020","27,608","31,257","58,865"
Aguascalientes,60 a 64 años,"2,020","22,435","25,871","48,306"
Aguascalientes,65 a 69 años,"2,020","16,698","19,125","35,823"
Aguascalientes,70 a 74 años,"2,020","11,782","13,804","25,586"
Aguascalientes,No especificado,"2,020",749,759,"1,508"
Aguascalientes,75 años y más,"2,020","15,758","19,903","35,661"
Baja California,0 a 4 años,"2,020","134,410","131,891","266,301"
Baja California,05 a 9 años,"2,020","152,609","147,045","299,654"
Baja California,10 a 14 años,"2,020","159,306","153,042","312,348"
Baja California,15 a 19 años,"2,020","161,298","154,341","315,639"
Baja California,20 a 24 años,"2,020","173,450","166,909","340,359"
Baja California,25 a 29 años,"2,020","166,250","161,994","328,244"
Baja California,30 a 34 años,"2,020","152,164","150,225","302,389"
Baja California,35 a 39 años,"2,020","148,169","143,900","292,069"
Baja California,40 a 44 años,"2,020","138,332","135,279","273,611"
Baja California,45 a 49 años,"2,020","134,187","126,657","260,844"
Baja California,50 a 54 años,"2,020","112,789","108,599","221,388"
Baja California,55 a 59 años,"2,020","84,778","83,875","168,653"
Baja California,60 a 64 años,"2,020","65,287","68,735","134,022"
Baja California,65 a 69 años,"2,020","44,982","49,722","94,704"
Baja California,70 a 74 años,"2,020","30,812","34,613","65,425"
Baja California,No especificado,"2,020","4,096","4,123","8,219"
Baja California,75 años y más,"2,020","37,670","47,481","85,151"
Baja California Sur,0 a 4 años,"2,020","31,479","30,976","62,455"
Baja California Sur,05 a 9 años,"2,020","33,962","32,971","66,933"
Baja California Sur,10 a 14 años,"2,020","34,455","33,210","67,665"
Baja California Sur,15 a 19 años,"2,020","33,788","31,681","65,469"
Baja California Sur,20 a 24 años,"2,020","34,418","32,325","66,743"
Baja California Sur,25 a 29 años,"2,020","35,046","33,752","68,798"
Baja California Sur,30 a 34 años,"2,020","34,653","33,126","67,779"
Baja California Sur,35 a 39 años,"2,020","33,289","31,638","64,927"
Baja California Sur,40 a 44 años,"2,020","30,390","28,999","59,389"
Baja California Sur,45 a 49 años,"2,020","26,718","25,053","51,771"
Baja California Sur,50 a 54 años,"2,020","21,910","21,427","43,337"
